NCT Number,Study Results,Primary Completion Date,Results First Posted
NCT04466683,NO,2024-12-31,
NCT05736861,YES,2022-03-15,2023-03-15
NCT04552483,NO,2020-08-20,
NCT04617483,NO,2020-11-28,
NCT04748783,YES,2021-04-07,2022-02-10
NCT04388683,YES,2020-11-23,2022-03-21
NCT04312997,YES,2021-07-02,2023-02-27
NCT05797597,NO,2025-02-28,
NCT04595097,NO,2022-04-30,
NCT04852861,NO,2021-07-31,
NCT04737161,NO,2022-09,
NCT05526183,NO,2022-12-30,
NCT04384497,NO,2020-06-01,
NCT04408183,NO,2023-01-10,
NCT05181683,NO,2022-06-03,
NCT04621461,NO,2021-02-08,
NCT04657497,NO,2021-03-26,
NCT04856111,NO,2022-11-30,
NCT04551911,NO,2021-10-08,
NCT04873128,NO,2024-07-01,
NCT04354597,NO,2020-08-15,
NCT04786483,NO,2021-01-30,
NCT04409483,NO,2020-12-31,
NCT04869397,NO,2023-05-26,
NCT05099497,NO,2022-03-15,
NCT04584697,NO,2021-04,
NCT04852705,NO,2021-11,
NCT04399798,NO,2020-09-15,
NCT05366205,NO,2022-07-31,
NCT04909905,NO,2021-10-25,
NCT04348305,NO,2020-09-10,
NCT04280705,YES,2020-05-21,2020-09-16
NCT04395105,NO,2021-04-05,
NCT05422898,NO,2022-04-04,
NCT04551898,YES,2021-05-25,2022-02-25
NCT05770505,NO,2024-05,
NCT04898205,NO,2022-01-20,
NCT05140005,NO,2021-12-14,
NCT05433298,NO,2022-11-26,
NCT05095298,NO,2022-03-15,
NCT05166005,NO,2021-08-23,
NCT05639998,NO,2022-03-01,
NCT04527198,NO,2020-12-31,
NCT04377997,NO,2022-06-01,
NCT04631705,NO,2021-09-23,
NCT05268198,NO,2023-06-29,
NCT05609045,NO,2023-08,
NCT04922905,NO,2020-05-07,
NCT05923398,NO,2023-12-08,
NCT04414098,NO,2020-08-15,
NCT04636697,NO,2021-08-25,
NCT04747405,NO,2022-12-22,
NCT04399005,NO,2020-06-05,
NCT05841498,NO,2023-12,
NCT05184205,NO,2022-04-30,
NCT04524598,YES,2021-09-03,2021-09-30
NCT05135598,NO,2025-02,
NCT05084898,NO,2023-02-28,
NCT05092698,NO,2021-12-31,
NCT04581954,NO,2022-06-30,
NCT04514705,NO,2025-12-31,
NCT05952505,NO,2023-12,
NCT04608305,NO,2022-10-03,
NCT04536298,NO,2024-07-01,
NCT04497298,NO,2021-05-12,
NCT05329051,NO,2022-09-01,
NCT05705154,NO,2024-03-30,
NCT04561154,NO,2021-06-11,
NCT04830033,NO,2021-09-23,
NCT04473053,NO,2024-12-31,
NCT05745753,NO,2021-07-15,
NCT04415151,NO,2021-02-28,
NCT04592354,NO,2021-04-15,
NCT04510454,NO,2021-06-24,
NCT04997551,NO,2021-09-01,
NCT04359654,NO,2021-08-12,
NCT04715854,NO,2021-04-01,
NCT04344951,NO,2020-11-30,
NCT04699851,NO,2021-04-18,
NCT05148754,NO,2021-08-15,
NCT06156254,NO,2026-06-01,
NCT04640233,NO,2021-08,
NCT04590053,NO,2021-02,
NCT04978051,NO,2021-11-30,
NCT04798053,NO,2022-12-09,
NCT05619653,NO,2024-12-31,
NCT04896853,NO,2024-09-30,
NCT04382651,YES,2021-01-06,2022-04-05
NCT05642754,NO,2023-01,
NCT05415254,NO,2022-08-19,
NCT04900454,NO,2022-10-31,
